Season,Episode,Game,Question,First Panelist Chosen,First Panelist Answer,Second Panelist Chosen,Second Panelist Answer,Third Panelist Chosen,Third Panelist Answer,Contestant,Contestant Answer,$100 Answer,$250 Answer,$500 Answer,Contestant Earnings
73,1,1,blank bridge,Michael Landon,golden gate,Richard Dawson,london,Anita Gillette,george washington,Stanley Viltz,golden gate,brooklyn,golden gate,london,250
73,2,2,odd blank,Jo Ann Pflug,couple,Anita Gillette,ball,Vicki Lawrence,or even,Stanley Viltz,ball,fellow,ball,couple,250
73,2,3,water blank,Jo Ann Pflug,fall,Richard Dawson,bed,Anita Gillette,gate,Stanley Viltz,bed,falls,bed,gate,250
73,3,4,watch your blank,Michael Landon,step,Anita Gillette,weight,Jo Ann Pflug,wallet,Stanley Viltz,step,language,weight,step,500
73,3,5,blank belly,Jo Ann Pflug,jelly,Michael Landon,yellow,Jack Klugman,fat,Stanley Viltz,yellow,pot,beer,jelly,0
73,4,6,prince blank,Jo Ann Pflug,philip,Richard Dawson,charming,Anita Gillette,charles,Gary Walls,charming,albert,valiant,charming,500
73,4,7,chicken blank,Jack Klugman,livers,Vicki Lawrence,soup,Richard Dawson,little,Gary Walls,delight,delight,,,100
73,5,8,william blank,Jack Klugman,tell,Michael Landon,shakespeare,Jo Ann Pflug,windom,Gary Walls,tell,holden,shakespeare,tell,500
73,6,9,home blank,Michael Learned,sweet home,Della Reese,cooking,Richard Dawson,maker,Gary Walls,sweet home,on the range,run,sweet home,500
73,6,10,pop blank,Arlene Francis,corn,Bob Barker,bottle,Richard Thomas,goes the weasel,Gary Walls,corn,sicle,goes the weasel,corn,500
73,7,11,blue blank,Bob Barker,heaven,Michael Learned,berry pie,Richard Thomas,moon,Mary Vanderdusen,moon,chip,moon,sky,250
73,7,12,blank lips,Richard Dawson,hot,Arlene Francis,puckered,Richard Thomas,red,Gita Satyendra,hot,sweet,red,hot,500
73,8,13,fat blank,Della Reese,daddy,Michael Learned,cat,Richard Thomas,so,Gita Satyendra,so,man,albert,cat,0
73,9,14,easter blank,Bob Barker,egg,Michael Learned,bonnet,Richard Thomas,bunny,Helene Harrington,bunny,parade,sunday,bunny,500
73,9,15,count blank,Della Reese,basie,Richard Dawson,dracula,Arlene Francis,me out,Helene Harrington,basie,your blessings,dracula,down,0
73,10,16,blank brothers,Bob Barker,marx,Richard Thomas,joyce,Michael Learned,big,Sylvia Martin,marx,smith,marx,smothers,250
73,10,17,grand blank,Bob Barker,father,Richard Thomas,slam,Della Reese,canyon,Beverly Ballard,canyon,prize,slam,canyon,500
73,11,18,blank day,Charles Nelson Reilly,doris,Betty White,have a nice,Bert Convy,rainy,Dinah Hewlett,birth,birth,happy,doris,100
73,12,19,upper blank,Brett Somers,berth,Charles Nelson Reilly,teeth,Jaye P. Morgan,class,Roger Kissell,class,plate,berth,lip,0
73,13,20,mickey blank,Jaye P. Morgan,mouse,Charles Nelson Reilly,finn,Brett Somers,spillane,Fern Zaylen,mouse,mantle,rooney,mouse,500
73,13,21,mark blank,Brett Somers,twain,Richard Dawson,spitz,Betty White,goodson,Michelle Baylen,twain,anthony,twain,spitz,250
73,14,22,that old blank,Charles Nelson Reilly,gang of mine,Bert Convy,black magic,Betty White,feeling,Cheryl Christianson,black magic,man,feeling,black magic,500
73,15,23,bare blank,Betty White,feet,Brett Somers,back,Charles Nelson Reilly,chest,Jeff Nichols,feet,bottom,back,foot,500
73,15,24,captain blank,Charles Nelson Reilly,midnight,Brett Somers,bligh,Bert Convy,marvel,Jeff Nichols,bligh,hook,kidd,kangaroo,0
73,16,25,blank guard,Jo Ann Pflug,life,Jack Carter,safe,Richard Dawson,right,Jeff Nichols,life,national,life,right,250
73,17,26,monkey blank,Jo Ann Pflug,business,Barbara Stuart,wrench,Dick Gautier,shines,Jeff Nichols,shines,wrench,"see, monkey do",business,0
73,17,27,seven blank,Jo Ann Pflug,eleven,Richard Dawson,up,Jack Carter,dwarves,Jeff Nichols,up,seas,eleven,up,500
73,18,28,blank powder,Jo Ann Pflug,gun,Richard Dawson,face,Dick Gautier,tooth,Jeff Nichols,gun,talcum,face,gun,500
73,19,29,tooth blank,Jo Ann Pflug,paste,Shelley Winters,ache,Jack Carter,less,Jeff Nichols,paste,brush,paste,ache,250
73,19,30,blank sticks,Jo Ann Pflug,pick up,Richard Dawson,drum,Dick Gautier,match,Helen Molnar,chop,match,pick up,chop,500
73,20,31,blank laugh,Dick Gautier,belly,Jack Carter,funny,Richard Dawson,last,Helen Molnar,last,belly,last,horse,250
73,21,32,blank foot,Mary Ann Mobley,hot,Richard Dawson,athlete's,Kay Ballard,rabbit's,Helen Molnar,bare,hot,athlete's,bare,500
73,22,33,catch a blank,Charles Nelson Reilly,falling star,Richard Dawson,cold,Mary Ann Mobley,ball,Helen Molnar,thief,cold,ball,thief,500
73,22,34,chopped blank,Bert Convy,liver,Richard Dawson,ice,Kay Ballard,steak,Bill Lolly,liver,onions,meat,liver,500
73,23,35,lazy blank,Bert Convy,river,Loretta Swit,susan,Kay Ballard,bones,Bill Lolly,susan,susan,bones,days,100
73,24,36,blank street,Bert Convy,42nd,Mary Ann Mobley,back,Richard Dawson,della,Bill Lolly,sesame,one way,main,sesame,500
73,24,37,joe blank,Bert Convy,namath,Richard Dawson,lewis,Kay Ballard,dimaggio,Bill Lolly,lewis,palooka,namath,blow,0
73,25,38,top blank,Bert Convy,less,Mary Ann Mobley,notch,Richard Dawson,of the morning,Bill Lolly,notch,heavy,banana,hat,0
73,25,39,rock blank,Bert Convy,hudson,Charles Nelson Reilly,mountain,Kay Ballard,and roll,Chris Jones,and roll,hudson,group,and roll,500
73,26,40,dumb blank,Betty White,bell,Morey Amsterdam,bunny,Carolyn Jones,dumb,Sue Yannick,bell,blonde,bunny,bell,500
73,27,41,sneak blank,Betty White,thief,Bert Convy,preview,Morey Amsterdam,,Sue Yannick,preview,a peek,thief,preview,500
73,28,42,long blank,Carolyn Jones,underwear,Betty White,life,Richard Dawson,gone,Sue Yannick,underwear,distance,hair,johns,500
73,29,43,flower blank,Bert Convy,pot,Richard Dawson,power,Carolyn Jones,child,Sue Yannick,pot,child,power,pot,500
73,29,44,bed blank,Bert Convy,room,Betty White,time,Richard Dawson,bug,Sue Yannick,room,bugs,time,room,500
73,30,45,snake blank,Carolyn Jones,pit,Betty White,bite,Bert Convy,venom,Bob Rolfe,pit,bite,pit,in the grass,250
73,34,47,horse blank,Bert Convy,radish,Richard Dawson,shoes,Nanette Fabray,sense,Nancy Sudor,radish,race,shoe,sense,0
73,35,48,air blank,Bert Convy,plane,Jack Carter,dale,Richard Dawson,port,Georgianna Dye,plane,plane,pollution,conditioner,100
73,35,49,raw blank,Bert Convy,meat,Richard Dawson,vegetables,Lucie Arnaz,hide,Tom Garnella,hide,carrots,meat,hide,500
73,36,50,false blank,Loretta Swit,eyelashes,Richard Dawson,teeth,Ruta Lee,ies,Tom Garnella,teeth,eyelashes,alarm,teeth,500
73,37,51,play blank,Charles Nelson Reilly,ball,Brett Somers,boy,Richard Dawson,ground,Tom Garnella,ball,ground,ball,boy,250
73,37,52,spare blank,Charles Nelson Reilly,ribs,Loretta Swit,tire,Richard Dawson,change,Linda Olson,ribs,time,ribs,tire,250
73,38,53,down in the blank,Morey Amsterdam,drain,Charles Nelson Reilly,dumps,Richard Dawson,mouth,Linda Olson,dumps,mouth,valley,dumps,500
73,39,54,bubble blank,Charles Nelson Reilly,gum,Loretta Swit,bath,Ruta Lee,,Linda Olson,bath,up,bath,gum,250
73,39,55,king blank,Brett Somers,kong,Ruta Lee,size,Loretta Swit,cobra,Grady Ham,kong,cole,of the road,kong,500
73,40,56,hot blank,Brett Somers,pants,Ruta Lee,dog,Loretta Swit,shot,Grady Ham,dog,pants,dog,lips,250
73,40,57,blank wife,Brett Somers,dumb,Ruta Lee,mid,Loretta Swit,house,Grady Ham,house,mid,ex,house,500
73,41,58,girl blank,Stu Gilliam,friend,Stephanie Edwards,talk,Richard Dawson,scout,Grady Ham,friend,talk,scout,friend,500
73,42,59,hop blank,Stu Gilliam,scotch,Jack Klugman,head,Stephanie Edwards,skip and a jump,Michelle Alexander,scotch,along cassidy,skip and jump,scotch,500
73,43,60,blank bells,Richard Dawson,church,Stu Gilliam,jingle,Brett Somers,christmas,Michelle Alexander,jingle,hell's,wedding,jingle,500
73,44,61,vice blank,Stephanie Edwards,versa,Betty White,president,Jack Klugman,squad,Dawn Blankney,president,versa,squad,president,500
73,44,62,blank tom,Brett Somers,uncle,Betty White,tom,Stephanie Edwards,,Dawn Blankney,uncle,tom,uncle,peeping,250
73,45,63,blank bill,Betty White,buffalo,Stu Gilliam,unpaid,Jack Klugman,bronco,Dawn Blankney,buffalo,dollar,wild,buffalo,500
73,46,64,dear blank,Bobby Van,john,Brett Somers,heart,Nanette Fabray,friend,Lana Spraker,john,sir,abby,john,500
73,47,65,bad blank,Bobby Van,times,Brett Somers,day at black rock,Richard Dawson,mouth,Donna King,times,boy,temper,breath,0
73,48,66,drop blank,Nanette Fabray,dead,Charles Nelson Reilly,out,Bobby Van,kick,Patrick Taylor,dead,in,out,dead,500
73,48,67,june blank,Brett Somers,wedding,Richard Dawson,bride,Elaine Joyce,bug,Patrick Taylor,wedding,moon,bug,bride,0
73,49,68,billy blank,Bobby Van,the kid,Charles Nelson Reilly,jack,Richard Dawson,goat,Sandy Simmons,the kid,goat,jack,the kid,500
73,50,69,nose blank,Bobby Van,job,Richard Dawson,gay,Nanette Fabray,bleed,Beverly Ventimiglia,job,cone,job,bleed,250
73,51,70,minute blank,Stu Gilliam,man,Ann Elder,rice,Richard Dawson,steak,Beverly Ventimiglia,rice,rice,maid,man,100
73,51,71,blank hose,Brett Somers,rubber,Richard Dawson,silk,Ann Elder,panty,Beverly Ventimiglia,panty,garden,fire,panty,500
73,52,72,straw blank,Brett Somers,hat,Richard Dawson,berry,Stu Gilliam,dog,Beverly Ventimiglia,hat,dog,berries,hat,500
73,53,73,rubber blank,Richard Dawson,duck,McLean Stevenson,band,Stu Gilliam,hose,Beverly Ventimiglia,band,tire,ball,band,500
73,53,74,blank tower,Ann Elder,eiffel,Brett Somers,london,Stu Gilliam,leaning,Margie Dale,eiffel,ivory,leaning,eiffel,500
73,55,75,howard blank,Ann Elder,cosell,Stu Gilliam,hughes,Brett Somers,s end,Lonnie Stewart,hughes,johnson,cosell,hughes,500
73,55,76,foul blank,Richard Dawson,mouth,McLean Stevenson,ball,Brett Somers,smell,Diane Whiting,ball,language,ball,play,250
73,56,77,jail blank,Richard Dawson,bird,Jack Klugman,bait,Brett Somers,house,Alan Bernard,bird,bait,house,bird,500
73,57,78,blank dancer,Brett Somers,belly,Richard Dawson,fan,Jo Ann Pflug,bubble,Barbara Schlecht,belly,ballet,tap,belly,500
73,58,79,blank hall,Richard Dawson,monty,Pat Carroll,carnegie,Jack Klugman,dance,Barbara Schlecht,monty,carnegie,dance,monty,500
73,59,80,wet blank,Jack Klugman,wash,Richard Dawson,hens,Jo Ann Pflug,blanket,Sue Raglan,blanket,blanket,feet,paint,100
73,59,81,flash blank,Richard Dawson,gordon,Jo Ann Pflug,camera,Jack Klugman,light,Sue Raglan,light,gordon,bulb,light,500
73,60,82,blank walker,Jack Klugman,jimmy,Pat Carroll,baby,Richard Dawson,street,Sue Raglan,street,street,jay,johnny,100
73,61,83,blank race,Nipsey Russell,rat,Loretta Swit,drag,Richard Dawson,human,John Stern,human,human,rat,horse,100
73,62,84,charlie blank,Betty White,chaplin,Richard Dawson,horse,Nipsey Russell,brown,John Stern,brown,chaplin,chan,brown,500
73,63,85,egg blank,Nipsey Russell,yolk,Loretta Swit,nog,Betty White,salad,Kathy Carelias,nog,roll,head,nog,500
73,63,86,cold blank,Betty White,feet,Nipsey Russell,turkey,Richard Dawson,nose,Rosemarie Salas,feet,feet,water,duck,100
73,64,87,free blank,Loretta Swit,love,Charles Nelson Reilly,bies,Richard Dawson,fall,Tamira Cook,press,for all,love,way,0
73,65,88,blank ball,Nipsey Russell,base,Richard Dawson,play,Betty White,foot,Diane Babbin,base,lucille,foot,base,500
73,66,89,african blank,Bert Convy,nation,Mary Ann Mobley,violet,Richard Dawson,safari,Diane Babbin,safari,violet,queen,safari,500
73,66,90,lost blank,Richard Dawson,horizon,Mary Ann Mobley,and found,Bert Convy,continent,Kathy Stone,and found,in space,and found,horizon,250
73,67,91,blank chips,Mary Ann Mobley,potato,Nipsey Russell,poker,Richard Dawson,fish and,Robert Spencer Jr.,potato,mr.,poker,potato,500
73,68,92,blank booth,Brett Somers,phone,Bert Convy,john wilkes,Mary Ann Mobley,toll,Loretta Savory,phone,ticket,shirley,telephone,500
73,69,93,blank news,Mary Ann Mobley,good,Bert Convy,bad,Richard Dawson,eyewitness,Joyce Nunley,good,six o'clock,bad,good,500
73,70,94,flat blank,Mary Ann Mobley,tire,Bert Convy,foot,Nipsey Russell,head,Johanna Sartori,tire,chested,top,tire,500
73,70,95,blank flake,Richard Dawson,corn,Mary Ann Mobley,snow,Nipsey Russell,wheat,Rita Rossler,snow,soap,corn,snow,500
73,71,96,love blank,Jo Ann Pflug,lorn,Betty White,affair,Pat Harrington,mate,Tom Schultz,story,american style,and marriage,story,500
73,72,97,cotton blank,Betty White,candy,Charles Nelson Reilly,tail,Richard Dawson,reel,Tom Schultz,candy,gin,candy,balls,250
73,73,98,blank bucket,Brett Somers,old oaken,Richard Dawson,ice,Betty White,kick the,Sunny Coleman,ice,kick the,ice,water,250
73,73,99,flip blank,Brett Somers,wilson,Jo Ann Pflug,and flop,Richard Dawson,over,Sunny Coleman,wilson,flop,your lid,wilson,500
73,74,100,dry blank,Jo Ann Pflug,ice,Brett Somers,dock,Richard Dawson,martini,Sunny Coleman,martini,ice,martini,cleaners,250
73,75,101,blank bath,Betty White,steam,Pat Harrington,hot,Jo Ann Pflug,bubble,Nancy Cox,bubble,bird,steam,bubble,500
73,76,102,box blank,Richard Dawson,lunch,Bert Convy,car,Fannie Flagg,top,Richard Volzing,top,lunch,top,office,250
73,77,103,blank chair,Richard Dawson,rocking,Fannie Flagg,wheel,Bert Convy,electric,Colleen Kranz,rocking,electric,high,rocking,500
73,77,104,blank control,Brett Somers,birth,Richard Dawson,mission,Bert Convy,pest,Jane Brooks,birth,remote,self,birth,500
73,78,105,blank shore,Fannie Flagg,dinah,Ann Elder,sea,Jack Carter,ship to,Jane Brooks,dinah,ship to,dinah,sea,250
73,79,106,blank hook,Brett Somers,captain,Richard Dawson,coat,Jack Carter,fish,Jane Brooks,fish,left,captain,fish,500
73,79,107,station blank,Fannie Flagg,master,Brett Somers,break,Bert Convy,wagon,Susie Grabielle,break,master,wagon,break,500
73,80,108,post blank,Richard Dawson,office,Jack Carter,card,Ann Elder,box,Susie Grabielle,office,mortem,card,office,500
73,81,109,april blank,Richard Dawson,fool,Betty White,showers,Brett Somers,,Emmy Rick,showers,love,fool,showers,500
73,82,110,under blank,Nipsey Russell,standing,Betty White,wear,Jim Backus,ground,Josephine Williams,wear,cover,wear,dog,250
73,83,111,blank roses,Nipsey Russell,four,Richard Dawson,long stem,Brett Somers,red,Myron Nisley,red,bed of,four,red,500
73,83,112,mister blank,Jim Backus,president,Brett Somers,ed,Betty White,magoo,Myron Nisley,president,roberts,magoo,ed,0
73,84,113,turkish blank,Brett Somers,bath,Patti Deutsch,taffee,Nipsey Russell,towel,Myron Nisley,bath,taffee,towel,bath,500
73,85,114,funny blank,Patti Deutsch,face,Nipsey Russell,papers,Richard Dawson,money,Susan Rayfield,girl,bone,face,girl,500
73,86,115,blank alley,Brett Somers,schubert,Richard Dawson,bowling,Mary Ann Mobley,tin pan,Susan Rayfield,tin pan,back,tin pan,bowling,250
73,87,116,blank cut,Mary Ann Mobley,short,Bill Cullen,cold,Jack Klugman,hair,Susan Rayfield,hair,prime,short,hair,500
73,87,117,blank toe,Mary Ann Mobley,tip,Jack Klugman,mistle,Brett Somers,big,Eleanor Crowley,big,tip,tic tac,big,500
73,88,118,rip blank,Richard Dawson,van winkle,Brett Somers,off,Cass Elliot,cord,Bill Goldstein,van winkle,torn,off,van winkle,500
73,89,119,blank digger,Cass Elliot,gold,Jack Klugman,clam,Mary Ann Mobley,ditch,Antoinette Osbourne,gold,ditch,grave,gold,500
73,90,120,flying blank,Richard Dawson,fish,Jack Klugman,trapeze,Bill Cullen,saucer,Antoinette Osbourne,saucer,high,saucer,nun,250
73,91,121,ham blank,Richard Dawson,burger,Brett Somers,sandwich,Betty White,and eggs,Antoinette Osbourne,burger,sandwich,burger,and eggs,250
73,92,122,laughing blank,McLean Stevenson,gas,Betty White,hyena,Robert Vaughn,lady,Charlie Boldue,hyena,matter,gas,hyena,500
73,92,123,pass blank,Betty White,over,Richard Dawson,out,McLean Stevenson,book,Charlie Boldue,word,the buck,out,word,500
73,93,124,p.t. blank,Betty White,barnum,Richard Dawson,a,Nancy Dussault,boat,Charlene Jamison,a,boat,barnum,a,500
73,94,125,blank white,McLean Stevenson,snow,Richard Dawson,betty,Betty White,pure,Charlene Jamison,snow,betty,black and,snow,500
73,95,126,broad blank,Betty White,way,McLean Stevenson,jump,Robert Vaughn,side,Ellen Hoey,way,minded,jump,way,500
73,95,127,blank drum,Betty White,bass,Richard Dawson,ear,Robert Vaughn,hum,Ellen Hoey,bass,hum,ear,bass,500
73,96,128,belly blank,Ann Elder,button,Robert Q. Lewis,up,Richard Dawson,dancer,Ellen Hoey,button,laugh,button,dancer,250
73,97,129,peg blank,Morey Amsterdam,leg,Ann Elder,board,Richard Dawson,of my heart,Jerry Mayo,leg,of my heart,board,leg,500
73,98,130,ring blank,Brett Somers,side,Richard Dawson,a-ding-ding,Ann Elder,bearer,Barbara Maveno,side,finger,leader,around the collar,0
73,99,131,johnny blank,Richard Dawson,carson,Brett Somers,cash,Ann Elder,mathis,Barbara Maveno,cash,come lately,appleseed,carson,0
73,99,132,ash blank,Brett Somers,tray,Richard Dawson,can,Robert Q. Lewis,wednesday,Barbara Maveno,tray,can,wednesday,tray,500
73,100,133,blank train,Joyce Bulifant,choo choo,Richard Dawson,wedding,Ann Elder,electric,Beverly Reinhardt,choo choo,wagon,choo choo,freight,250
73,100,134,blank face,Brett Somers,funny,Robert Q. Lewis,freckle,Joyce Bulifant,baby,Beverly Reinhardt,funny,baby,about,funny,500
73,101,135,blank hunt,Brett Somers,sea,Richard Dawson,man,Bill Daily,treasure,Shirley Kline,treasure,fox,sea,treasure,500
73,102,136,blank pan,Richard Dawson,peter,Bill Daily,dead,Brett Somers,frying,Shirley Kline,peter,dead,frying,peter,500
73,102,137,blank lady,Brett Somers,first,Fannie Flagg,fat,Richard Dawson,shady,Brian Bradford,first,first,pink,my fair,100
73,103,138,snow blank,Fannie Flagg,flake,Richard Dawson,white,Judy Carne,cap,Brian Bradford,white,man,white,ball,250
73,103,139,blank free,Jack Carter,born,Bill Daily,care,Fannie Flagg,home,Brian Bradford,born,home,tax,born,500
73,104,140,mind blank,Richard Dawson,blower,Bill Daily,shattering,Jack Carter,reader,Claudia Ace,reader,bender,over matter,reader,500
73,105,141,secret blank,Bill Daily,service,Brett Somers,agent,Richard Dawson,storm,Olivia Lenkey,storm,love,agent,storm,500
73,106,142,adam blank,Nipsey Russell,and eve,Betty White,12,Richard Dawson,s apple,Olivia Lenkey,12,s apple,12,and eve,250
73,107,143,chuck blank,Brett Somers,steak,Charles Nelson Reilly,connors,Beverly Garland,le the clown,Olivia Lenkey,wagon,connors,berry,wagon,500
73,108,144,sweet blank,Richard Dawson,and sour,Betty White,heart,Nipsey Russell,tooth,Brooke Walker,heart,potato,tooth,heart,500
73,109,145,mad blank,Nipsey Russell,dog,Richard Dawson,money,Betty White,hatter,Sharon Moses,money,man,dog,hatter,0
73,109,146,blank court,Betty White,supreme,Richard Dawson,tennis,Charles Nelson Reilly,traffic,Sharon Moses,tennis,divorce,tennis,supreme,250
73,110,147,knock blank,Nipsey Russell,out,Betty White,on wood,Beverly Garland,knock,Sharon Moses,out,on wood,out,knock,250
73,111,148,honest blank,Brett Somers,injun,Richard Dawson,abe,Charles Nelson Reilly,to goodness,Sharon Moses,abe,injun,john,abe,500
73,111,149,rocky blank,Brett Somers,graziano,Charles Nelson Reilly,mountain,Loretta Swit,road,Sharon Moses,mountain,marciano,mountains,road,250
73,112,150,blank silver,Charles Nelson Reilly,sterling,Richard Dawson,long john,Brett Somers,hi ho,Alan Stoneman,hi ho,quick,hi ho,sterling,250
73,113,151,zero blank,Jack Cassidy,hour,Brett Somers,mostel,Richard Dawson,zero,Alan Stoneman,hour,population growth,mostel,hour,500
73,114,152,blank neck,Jack Cassidy,great,Loretta Swit,turtle,Richard Dawson,pain in the,Alan Stoneman,turtle,red,stiff,turtle,500
73,115,153,common blank,Jack Cassidy,sense,June Lockhart,law,Brett Somers,as pig tracks,Peggy Caseburg,sense,law,cold,sense,500
73,116,154,blank grinder,Charles Nelson Reilly,meat,Richard Dawson,organ,Bert Convy,,Judy Ross,meat,coffee,organ,meat,500
73,116,155,sergeant blank,Charles Nelson Reilly,york,Gail Fisher,bilko,Lee Meriwether,stripes,Judy Ross,york,friday,pepper,york,500
73,117,156,blank pole,Gail Fisher,north,Charles Nelson Reilly,barber,Richard Dawson,totem,Judy Ross,north,bean,north,flag,250
73,118,157,rose blank,Bert Convy,garden,Brett Somers,kennedy,Richard Dawson,marie,Sherry Patterson,marie,marie,bud,garden,100
73,118,158,social blank,Gail Fisher,club,Charles Nelson Reilly,studies,Bert Convy,drinker,Harry Reynolds,disease,worker,studies,security,0
73,119,159,kentucky blank,Brett Somers,derby,Richard Dawson,fried chicken,Lee Meriwether,colonel,Harry Reynolds,fried chicken,colonel,fried chicken,derby,250
74,120,160,blank bond,Bert Convy,james,Brett Somers,war,Charles Nelson Reilly,government,Harry Reynolds,savings,u.s. savings,bail,james,100
74,121,161,blank buck,Richard Dawson,pass the,Charles Nelson Reilly,frank,Brett Somers,old,Dorothy Zinni,pass the,saw,fast,pass the,500
74,122,162,power blank,Brett Somers,house,Charles Nelson Reilly,shortage,Madlyn Rhue,failure,Dorothy Zinni,house,house,failure,mower,100
74,122,163,purple blank,Madlyn Rhue,people eater,Richard Dawson,heart,Charles Nelson Reilly,passion,Candy Carter,people eater,passion,heart,people eater,500
74,123,164,brass blank,Madlyn Rhue,bed,Richard Dawson,band,Brett Somers,candlesticks,Candy Carter,bed,monkey,knuckles,band,0
74,124,165,silent blank,Larry Hovis,butler,Charles Nelson Reilly,night,Richard Dawson,movies,Arlene Besolt,night,partner,alarm,night,500
74,124,166,hang blank,Charles Nelson Reilly,up,Madlyn Rhue,man,Richard Dawson,nail,Arlene Besolt,over,over,ten,up,100
74,125,167,making blank,Brett Somers,out,Richard Dawson,whoopee,Madlyn Rhue,up,Arlene Besolt,love,money,whoopee,love,500
74,126,168,punch blank,Greg Morris,drunk,Richard Dawson,and judy,Fannie Flagg,bowl,Sandy Zipzer,bowl,drunk,and judy,bowl,500
74,126,169,stage blank,Greg Morris,coach,Morey Amsterdam,mother,Fannie Flagg,fright,Marlena Crews,coach,hand,coach,fright,250
74,127,170,blank pop,Richard Dawson,soda,Fannie Flagg,mom and,Morey Amsterdam,lolli,Marlena Crews,soda,snap crackle and,lolli,soda,500
74,128,171,blank doctor,Morey Amsterdam,horse,Greg Morris,medical,Juliet Mills,ship's,Marlena Crews,witch,medical,horse,witch,500
74,129,172,blank bar,Richard Dawson,candy,Fannie Flagg,snack,Greg Morris,wet,Brenda Lee Meriwether,candy,topless,wet,candy,500
74,130,173,blank worth,Brett Somers,wool,Richard Dawson,fort,Juliet Mills,,Brenda Lee Meriwether,money's,fort,wool,money's,500
74,130,174,great blank,Morey Amsterdam,lakes,Brett Somers,neck,Greg Morris,god,Brenda Lee Meriwether,lakes,day,dane,scott,0
74,131,175,blank hop,Richard Dawson,bell,Joe Flynn,lindy,Betty White,hippity,Brenda Lee Meriwether,bell,sock,hippity,bunny,0
74,132,176,blank skate,Betty White,roller,Richard Dawson,ice,Brett Somers,good,Les Videl,ice,cheap,ice,roller,250
74,132,177,sleeping blank,Richard Dawson,beauty,Betty White,bag,Brett Somers,dogs,Les Videl,beauty,pill,bag,beauty,500
74,133,178,grass blank,Richard Dawson,hopper,Betty White,roots,Brett Somers,skirt,Les Videl,hopper,shack,hopper,roots,250
74,134,179,blank tape,Richard Dawson,recording,Betty White,scotch,Brett Somers,red,Les Videl,scotch,watergate,red,scotch,500
74,135,180,ray blank,Richard Dawson,charles,Betty White,of sunshine,Linda Kaye Henning,gun,Ellen Williams,charles,milland,gun,charles,500
74,135,181,wonder blank,Brett Somers,woman,Richard Dawson,bread,Betty White,land,Ellen Williams,land,woman,land,bread,250
74,136,182,elbow blank,Richard Dawson,macaroni,Nipsey Russell,room,William Shatner,grease,Denise Reeves,grease,room,macaroni,grease,500
74,137,183,sand blank,Brett Somers,box,Richard Dawson,bag,Nipsey Russell,wich,Denise Reeves,wich,man,box,castle,0
74,138,184,swedish blank,Anne Meara,massage,Richard Dawson,meatballs,William Shatner,accent,Denise Reeves,meatballs,blonde,massage,meatballs,500
74,139,185,cliff blank,William Shatner,hanger,Ann Elder,arquette,Richard Dawson,robertson,Vicky Baldwin,robertson,dweller,hanger,robertson,500
74,139,186,blank grind,Nipsey Russell,steady,Brett Somers,greasy,Ann Elder,pepper,Vicky Baldwin,steady,daily,bump and,coffee,0
74,140,187,pick blank,Richard Dawson,up,Ann Elder,pocket,Nipsey Russell,wick,Jim Dunn,up,a peck of pickled peppers,pocket,up,500
74,141,188,club blank,Richard Dawson,sandwich,Brett Somers,house,Marcia Wallace,soda,Phyllis McDaniel,house,sandwich,house,soda,250
74,141,189,million dollar blank,Richard Dawson,baby,Charles Nelson Reilly,prize,Orson Bean,,Naigy Johnson,baby,legs,baby,movie,250
74,142,190,blank tell,Charles Nelson Reilly,william,Richard Dawson,show and,Meredith MacRae,kiss and,Sheryl Gibbons,show and,kiss and,show and,william,250
74,143,191,falling blank,Richard Dawson,star,Meredith MacRae,tree,Marcia Wallace,down,Julie Roach,star,rocks,down,star,500
74,144,192,light blank,Richard Dawson,house,Meredith MacRae,bulb,Marcia Wallace,ning,Virginia Shook,bulb,weight,house,bulb,500
74,145,193,blank fly,Brett Somers,house,Richard Dawson,super,Orson Bean,horse,Virginia Shook,super,horse,butter,super,500
74,145,194,blank jack,Charles Nelson Reilly,jumping,Meredith MacRae,black,Richard Dawson,billy,Virginia Shook,black,jumping,billy,black,500
74,146,195,blank horse,Peggy Cass,hot,Richard Dawson,quarter,Larry Hovis,hobby,Jill Ann Fager,race,charley,rocking,race,500
74,147,196,blank raft,Jo Ann Pflug,life,Richard Dawson,george,Brett Somers,,Jill Ann Fager,life,wooden,life,george,250
74,147,197,sub blank,Brett Somers,marine,Jo Ann Pflug,terranean,Larry Hovis,standard,Paul Fisher,marine,total,marine,way,250
74,148,198,square blank,Richard Dawson,dance,Jo Ann Pflug,,Peggy Cass,root,Paul Fisher,dance,deal,root,dance,500
74,149,199,make blank,Jo Ann Pflug,love,Richard Dawson,believe,Rip Taylor,love not war,Paul Fisher,love,love,believe,up,100
74,150,200,blank wolf,Brett Somers,sea,Peggy Cass,big bad,Richard Dawson,were,Paul Fisher,were,peter and the,were,big bad,250
74,151,201,buddy blank,Richard Dawson,hackett,Kaye Stevens,system,Elaine Joyce,boy,Paul Fisher,hackett,boy,ebsen,hackett,500
74,152,202,blank rock,Larry Blyden,little,Charles Nelson Reilly,hard,Richard Dawson,bad day at black,Paul Fisher,hard,solid,plymouth,hard,500
74,153,203,rub blank,Charles Nelson Reilly,a dub,Richard Dawson,down,Larry Blyden,ber,Ronnie Schwartz,down,out,down,a dub dub,250
